station_origin,station_destination,flows
Belsize Park,Shepherd's Bush,3
Belsize Park,Sloane Square,12
Belsize Park,South Ealing,0
Belsize Park,South Kensington,24
Belsize Park,South Ruislip,0
Belsize Park,South Wimbledon,2
Belsize Park,South Woodford,0
Belsize Park,Southfields,0
Belsize Park,Southgate,0
Belsize Park,Southwark,2
Belsize Park,St. James's Park,10
Belsize Park,St. Paul's,39
Belsize Park,Stamford Brook,0
Belsize Park,Stepney Green,1
Belsize Park,Stockwell,5
Belsize Park,Stratford,2
Belsize Park,Temple,7
Belsize Park,Tooting Bec,1
Belsize Park,Tooting Broadway,4
Belsize Park,Tottenham Court Road,115
Belsize Park,Tottenham Hale,6
Belsize Park,Totteridge & Whetstone,3
Belsize Park,Tower Hill,14
Belsize Park,Tufnell Park,4
Belsize Park,Turnham Green,0
Belsize Park,Turnpike Lane,1
Belsize Park,Upminster,0
Belsize Park,Upton Park,0
Belsize Park,Vauxhall,24
Belsize Park,Victoria,83
Belsize Park,Walthamstow Central,4
Belsize Park,Wanstead,0
Belsize Park,Warren Street,98
Belsize Park,Waterloo,72
Belsize Park,Watford,0
Belsize Park,Wembley Park,0
Belsize Park,West Brompton,0
Belsize Park,West Finchley,0
Belsize Park,West Ham,0
Belsize Park,West Kensington,0
Belsize Park,Westbourne Park,0
Belsize Park,Westminster,7
Belsize Park,White City,6
Belsize Park,Whitechapel,2
Belsize Park,Wimbledon,0
Belsize Park,Wood Green,2
Belsize Park,Wood Lane,0
Belsize Park,Woodford,0
Belsize Park,Woodside Park,12
Bermondsey,Acton Town,5
Bermondsey,Aldgate,0
Bermondsey,Aldgate East,2
Bermondsey,Alperton,1
Bermondsey,Amersham,0
Bermondsey,Angel,30
Bermondsey,Archway,5
Bermondsey,Arnos Grove,0
Bermondsey,Arsenal,0
Bermondsey,Baker Street,82
Bermondsey,Balham,7
Bermondsey,Bank and Monument,51
Bermondsey,Barbican,8
Bermondsey,Barking,2
Bermondsey,Barkingside,0
Bermondsey,Barons Court,15
Bermondsey,Bayswater,0
Bermondsey,Becontree,1
Bermondsey,Belsize Park,4
Bermondsey,Bethnal Green,3
Bermondsey,Blackfriars,3
Bermondsey,Blackhorse Road,2
Bermondsey,Bond Street,251
Bermondsey,Borough,2
Bermondsey,Boston Manor,2
Bermondsey,Bounds Green,1
Bermondsey,Bow Road,2
Bermondsey,Brent Cross,1
Bermondsey,Brixton,16
Bermondsey,Bromley-by-Bow,3
Bermondsey,Buckhurst Hill,0
Bermondsey,Burnt Oak,0
Bermondsey,Caledonian Road,8
Bermondsey,Camden Town,16
Bermondsey,Canada Water,215
Bermondsey,Canary Wharf,937
Bermondsey,Canning Town,173
Bermondsey,Canons Park,1
Bermondsey,Chalfont & Latimer,1
Bermondsey,Chalk Farm,4
Bermondsey,Chancery Lane,25
Bermondsey,Charing Cross,18
Bermondsey,Chigwell,0
Bermondsey,Chiswick Park,7
Bermondsey,Clapham Common,5
Bermondsey,Clapham North,2
Bermondsey,Clapham South,5
Bermondsey,Cockfosters,0
Bermondsey,Colindale,7
Bermondsey,Colliers Wood,1
Bermondsey,Covent Garden,5
Bermondsey,Dagenham East,3
Bermondsey,Dagenham Heathway,3
Bermondsey,Debden,2
Bermondsey,Dollis Hill,2
Bermondsey,Ealing Broadway,8
Bermondsey,Ealing Common,1
Bermondsey,Earl's Court,20
Bermondsey,East Acton,3
Bermondsey,East Finchley,3
Bermondsey,East Ham,14
Bermondsey,East Putney,1
Bermondsey,Eastcote,0
Bermondsey,Edgware,0
Bermondsey,Edgware Road,37
Bermondsey,Elephant & Castle,5
Bermondsey,Elm Park,0
Bermondsey,Embankment,15
Bermondsey,Epping,0
Bermondsey,Euston,39
Bermondsey,Euston Square,3
Bermondsey,Fairlop,1
Bermondsey,Farringdon,17
Bermondsey,Finchley Central,6
Bermondsey,Finchley Road,11
Bermondsey,Finsbury Park,10
Bermondsey,Fulham Broadway,8
Bermondsey,Gants Hill,1
Bermondsey,Gloucester Road,17
Bermondsey,Golders Green,1
Bermondsey,Goldhawk Road,0
Bermondsey,Goodge Street,36
Bermondsey,Grange Hill,1
Bermondsey,Great Portland Street,8
Bermondsey,Green Park,188
Bermondsey,Greenford,3
Bermondsey,Gunnersbury,13
Bermondsey,Hainault,2
Bermondsey,Hammersmith,46
Bermondsey,Hampstead,3
Bermondsey,Hanger Lane,6
Bermondsey,Harlesden,2
Bermondsey,Harrow & Wealdstone,0
Bermondsey,Harrow-on-the-Hill,7
Bermondsey,Hatton Cross,2
Bermondsey,Heathrow Terminal 4,1
Bermondsey,Heathrow Terminal 5,3
Bermondsey,Heathrow Terminals 123,6
Bermondsey,Hendon Central,5
Bermondsey,High Barnet,1
Bermondsey,High Street Kensington,24
Bermondsey,Highbury & Islington,7
Bermondsey,Highgate,2
Bermondsey,Hillingdon,0
Bermondsey,Holborn,21
Bermondsey,Holland Park,6
Bermondsey,Holloway Road,4
Bermondsey,Hornchurch,0
Bermondsey,Hounslow Central,0
Bermondsey,Hounslow East,4
Bermondsey,Hounslow West,1
Bermondsey,Hyde Park Corner,13
Bermondsey,Kennington,2
Bermondsey,Kensal Green,0
Bermondsey,Kentish Town,8
Bermondsey,Kew Gardens,2
Bermondsey,Kilburn,8
Bermondsey,Kilburn Park,3
Bermondsey,King's Cross St. Pancras,72
Bermondsey,Kingsbury,2
Bermondsey,Knightsbridge,38
Bermondsey,Ladbroke Grove,8
Bermondsey,Lambeth North,0
Bermondsey,Lancaster Gate,7
Bermondsey,Latimer Road,3
Bermondsey,Leicester Square,33
Bermondsey,Leyton,7
Bermondsey,Leytonstone,9
Bermondsey,Liverpool Street,4
Bermondsey,London Bridge,243
Bermondsey,Loughton,1
Bermondsey,Maida Vale,4
Bermondsey,Manor House,2
Bermondsey,Mansion House,2
Bermondsey,Marble Arch,20
Bermondsey,Marylebone,18
Bermondsey,Mile End,3
Bermondsey,Mill Hill East,3
Bermondsey,Moorgate,73
Bermondsey,Morden,2
Bermondsey,Mornington Crescent,8
Bermondsey,Neasden,3
Bermondsey,Newbury Park,1
Bermondsey,North Acton,8
Bermondsey,North Greenwich,83
Bermondsey,North Harrow,0
Bermondsey,North Wembley,1
Bermondsey,Northfields,1
Bermondsey,Northolt,1
Bermondsey,Northwick Park,4
Bermondsey,Northwood,0
Bermondsey,Northwood Hills,0
Bermondsey,Notting Hill Gate,20
Bermondsey,Oakwood,0
Bermondsey,Old Street,54
Bermondsey,Osterley,0
Bermondsey,Oval,6
Bermondsey,Oxford Circus,48
Bermondsey,Paddington,80
Bermondsey,Park Royal,1
Bermondsey,Parsons Green,9
Bermondsey,Perivale,3
Bermondsey,Piccadilly Circus,33
Bermondsey,Pimlico,10
Bermondsey,Pinner,0
Bermondsey,Plaistow,2
Bermondsey,Preston Road,0
Bermondsey,Putney Bridge,6
Bermondsey,Queen's Park,8
Bermondsey,Queensbury,1
Bermondsey,Queensway,7
Bermondsey,Ravenscourt Park,7
Bermondsey,Rayners Lane,0
Bermondsey,Redbridge,2
Bermondsey,Regent's Park,5
Bermondsey,Richmond,0
Bermondsey,Rickmansworth,3
Bermondsey,Royal Oak,3
Bermondsey,Ruislip,0
Bermondsey,Ruislip Manor,0
Bermondsey,Russell Square,6
Bermondsey,Seven Sisters,7
Bermondsey,Shepherd's Bush,21
Bermondsey,Shepherd's Bush Market,0
Bermondsey,Sloane Square,45
Bermondsey,Snaresbrook,0
Bermondsey,South Ealing,4
Bermondsey,South Kensington,59
Bermondsey,South Ruislip,0
Bermondsey,South Wimbledon,1
Bermondsey,South Woodford,1
Bermondsey,Southfields,0
Bermondsey,Southgate,1
Bermondsey,Southwark,176
Bermondsey,St. James's Park,45
Bermondsey,St. John's Wood,15
Bermondsey,St. Paul's,6
Bermondsey,Stamford Brook,2
Bermondsey,Stanmore,2
Bermondsey,Stepney Green,2
Bermondsey,Stockwell,4
Bermondsey,Stonebridge Park,2
Bermondsey,Stratford,224
Bermondsey,Sudbury Hill,0
Bermondsey,Sudbury Town,1
Bermondsey,Swiss Cottage,13
Bermondsey,Temple,14
Bermondsey,Theydon Bois,0
Bermondsey,Tooting Bec,1
Bermondsey,Tooting Broadway,10
Bermondsey,Tottenham Court Road,61
Bermondsey,Tottenham Hale,3
Bermondsey,Totteridge & Whetstone,0
Bermondsey,Tower Hill,0
Bermondsey,Tufnell Park,2
Bermondsey,Turnham Green,6
Bermondsey,Turnpike Lane,1
Bermondsey,Upminster,0
Bermondsey,Upminster Bridge,0
Bermondsey,Upney,1
Bermondsey,Upton Park,9
Bermondsey,Uxbridge,10
Bermondsey,Vauxhall,20
Bermondsey,Victoria,75
Bermondsey,Walthamstow Central,2
Bermondsey,Wanstead,0
Bermondsey,Warren Street,44
Bermondsey,Warwick Avenue,2
Bermondsey,Waterloo,326
Bermondsey,Watford,0
Bermondsey,Wembley Central,0
Bermondsey,Wembley Park,17
Bermondsey,West Acton,2
Bermondsey,West Brompton,14
Bermondsey,West Finchley,0
Bermondsey,West Ham,58
Bermondsey,West Hampstead,21
Bermondsey,West Harrow,0
Bermondsey,West Kensington,8
Bermondsey,Westbourne Park,4
Bermondsey,Westminster,147
Bermondsey,White City,28
Bermondsey,Willesden Green,3
Bermondsey,Willesden Junction,4
Bermondsey,Wimbledon,0
Bermondsey,Wimbledon Park,0
Bermondsey,Wood Green,2
Bermondsey,Wood Lane,0
Bermondsey,Woodford,0
Bermondsey,Woodside Park,0
Bethnal Green,Acton Town,4
Bethnal Green,Aldgate,7
Bethnal Green,Aldgate East,5
Bethnal Green,Alperton,1
Bethnal Green,Amersham,0
Bethnal Green,Angel,30
Bethnal Green,Archway,6
Bethnal Green,Arnos Grove,1
Bethnal Green,Arsenal,0
Bethnal Green,Baker Street,35
Bethnal Green,Balham,3
Bethnal Green,Bank and Monument,335
Bethnal Green,Barbican,34
Bethnal Green,Barking,49
Bethnal Green,Barkingside,11
Bethnal Green,Barons Court,10
Bethnal Green,Becontree,4
Bethnal Green,Belsize Park,4
Bethnal Green,Bermondsey,16
Bethnal Green,Blackfriars,12
Bethnal Green,Blackhorse Road,0
Bethnal Green,Bond Street,213
Bethnal Green,Borough,34
Bethnal Green,Boston Manor,1
Bethnal Green,Bounds Green,4
Bethnal Green,Bow Road,29
Bethnal Green,Brent Cross,0
Bethnal Green,Brixton,22
Bethnal Green,Bromley-by-Bow,34
Bethnal Green,Bruce Grove,10
Bethnal Green,Buckhurst Hill,3
Bethnal Green,Burnt Oak,0
Bethnal Green,Bush Hill Park,1
Bethnal Green,Caledonian Road,5
Bethnal Green,Caledonian Road & Barnsbury,1
Bethnal Green,Cambridge Heath,0
Bethnal Green,Camden Road,5
Bethnal Green,Camden Town,20
Bethnal Green,Canada Water,0
Bethnal Green,Canary Wharf,55
Bethnal Green,Canning Town,71
Bethnal Green,Cannon Street,3
Bethnal Green,Canons Park,0
Bethnal Green,Chalfont & Latimer,0
Bethnal Green,Chalk Farm,3
Bethnal Green,Chancery Lane,280
Bethnal Green,Charing Cross,20
Bethnal Green,Chesham,0
Bethnal Green,Cheshunt,0
Bethnal Green,Chigwell,0
Bethnal Green,Chingford,10
Bethnal Green,Chiswick Park,1
Bethnal Green,Chorleywood,0
Bethnal Green,Clapham Common,10
Bethnal Green,Clapham North,3
Bethnal Green,Clapham South,5
Bethnal Green,Clapton,8
Bethnal Green,Cockfosters,0
Bethnal Green,Colindale,3
Bethnal Green,Colliers Wood,3
Bethnal Green,Covent Garden,16
Bethnal Green,Dagenham East,9
Bethnal Green,Dagenham Heathway,8
Bethnal Green,Dalston Kingsland,0
Bethnal Green,Debden,12
Bethnal Green,Dollis Hill,2
Bethnal Green,Ealing Broadway,35
Bethnal Green,Ealing Common,0
Bethnal Green,Earl's Court,14
Bethnal Green,East Acton,11
Bethnal Green,East Finchley,1
Bethnal Green,East Ham,46
Bethnal Green,East Putney,4
Bethnal Green,Eastcote,0
Bethnal Green,Edgware,1
Bethnal Green,Edgware Road,26
Bethnal Green,Edmonton Green,10
Bethnal Green,Elephant & Castle,44
Bethnal Green,Elm Park,3
Bethnal Green,Embankment,17
Bethnal Green,Enfield Town,11
Bethnal Green,Epping,5
Bethnal Green,Euston,26
Bethnal Green,Euston Square,57
Bethnal Green,Fairlop,5
Bethnal Green,Farringdon,80
Bethnal Green,Finchley Central,4
Bethnal Green,Finchley Road,6
Bethnal Green,Finsbury Park,9
Bethnal Green,Fulham Broadway,11
Bethnal Green,Gants Hill,16
Bethnal Green,Gloucester Road,5
Bethnal Green,Golders Green,2
Bethnal Green,Goodge Street,11
Bethnal Green,Gospel Oak,0
Bethnal Green,Grange Hill,1
Bethnal Green,Great Portland Street,27
Bethnal Green,Green Park,55
Bethnal Green,Greenford,6
Bethnal Green,Gunnersbury,8
Bethnal Green,Hackney Downs,14
Bethnal Green,Hainault,8
Bethnal Green,Hammersmith,42
Bethnal Green,Hampstead,4
Bethnal Green,Hanger Lane,15
Bethnal Green,Harlesden,1
Bethnal Green,Harrow & Wealdstone,1
Bethnal Green,Harrow-on-the-Hill,4
Bethnal Green,Hatton Cross,1
Bethnal Green,Heathrow Terminal 4,1
Bethnal Green,Heathrow Terminal 5,4
Bethnal Green,Heathrow Terminals 123,7
Bethnal Green,Hendon Central,7
Bethnal Green,High Barnet,1
Bethnal Green,High Street Kensington,37
Bethnal Green,Highams Park,19
Bethnal Green,Highbury & Islington,2
Bethnal Green,Highgate,2
Bethnal Green,Hillingdon,0
Bethnal Green,Holborn,343
Bethnal Green,Holland Park,24
Bethnal Green,Holloway Road,9
Bethnal Green,Homerton,0
Bethnal Green,Hornchurch,2
Bethnal Green,Hounslow Central,1
Bethnal Green,Hounslow East,3
Bethnal Green,Hounslow West,1
Bethnal Green,Hyde Park Corner,11
Bethnal Green,Kennington,8
Bethnal Green,Kensal Green,1
Bethnal Green,Kentish Town,8
Bethnal Green,Kentish Town West,0
Bethnal Green,Kew Gardens,1
Bethnal Green,Kilburn,1
Bethnal Green,Kilburn Park,3
Bethnal Green,King's Cross St. Pancras,112
Bethnal Green,Kingsbury,0
Bethnal Green,Knightsbridge,48
Bethnal Green,Ladbroke Grove,5
Bethnal Green,Lambeth North,3
Bethnal Green,Lancaster Gate,63
Bethnal Green,Latimer Road,1
Bethnal Green,Leicester Square,24
Bethnal Green,Leyton,38
Bethnal Green,Leytonstone,53
Bethnal Green,Liverpool Street,293
Bethnal Green,London Bridge,129
Bethnal Green,London Fields,4
Bethnal Green,Loughton,10
Bethnal Green,Maida Vale,6
Bethnal Green,Manor House,1
Bethnal Green,Mansion House,2
Bethnal Green,Marble Arch,78
Bethnal Green,Marylebone,22
Bethnal Green,Mile End,76
Bethnal Green,Mill Hill East,1
Bethnal Green,Moorgate,14
Bethnal Green,Morden,3
Bethnal Green,Mornington Crescent,14
Bethnal Green,Neasden,5
Bethnal Green,Newbury Park,14
Bethnal Green,North Acton,36
Bethnal Green,North Greenwich,32
Bethnal Green,North Harrow,0
Bethnal Green,North Wembley,0
Bethnal Green,Northfields,1
Bethnal Green,Northolt,3
Bethnal Green,Northwick Park,4
Bethnal Green,Northwood,0
Bethnal Green,Northwood Hills,0
Bethnal Green,Notting Hill Gate,75
Bethnal Green,Oakwood,0
Bethnal Green,Old Street,8
Bethnal Green,Osterley,1
Bethnal Green,Oval,20
Bethnal Green,Oxford Circus,382
Bethnal Green,Paddington,40
Bethnal Green,Parsons Green,6
Bethnal Green,Perivale,3
Bethnal Green,Piccadilly Circus,48
Bethnal Green,Pimlico,21
Bethnal Green,Pinner,0
Bethnal Green,Plaistow,25
Bethnal Green,Preston Road,0
Bethnal Green,Putney Bridge,6
Bethnal Green,Queen's Park,7
Bethnal Green,Queensbury,0
Bethnal Green,Queensway,35
Bethnal Green,Ravenscourt Park,3
Bethnal Green,Rayners Lane,1
Bethnal Green,Rectory Road,3
Bethnal Green,Redbridge,3
Bethnal Green,Regent's Park,7
Bethnal Green,Richmond,2
Bethnal Green,Rickmansworth,0
Bethnal Green,Roding Valley,0
Bethnal Green,Royal Oak,3
Bethnal Green,Ruislip Gardens,0
Bethnal Green,Russell Square,18
Bethnal Green,Seven Sisters,15
Bethnal Green,Shepherd's Bush,110
Bethnal Green,Shepherd's Bush Market,0
Bethnal Green,Silver Street,22
Bethnal Green,Sloane Square,14
Bethnal Green,Snaresbrook,15
Bethnal Green,South Ealing,0
Bethnal Green,South Harrow,0
Bethnal Green,South Kensington,49
Bethnal Green,South Ruislip,3
Bethnal Green,South Wimbledon,2
Bethnal Green,South Woodford,13
Bethnal Green,Southbury,6
Bethnal Green,Southfields,2
Bethnal Green,Southgate,1
Bethnal Green,Southwark,5
Bethnal Green,St James Street,15
Bethnal Green,St. James's Park,32
Bethnal Green,St. John's Wood,14
Bethnal Green,St. Paul's,211
Bethnal Green,Stamford Brook,0
Bethnal Green,Stamford Hill,17
Bethnal Green,Stanmore,1
Bethnal Green,Stepney Green,1
Bethnal Green,Stockwell,15
Bethnal Green,Stoke Newington,23
Bethnal Green,Stonebridge Park,1
Bethnal Green,Stratford,507
Bethnal Green,Sudbury Hill,0
Bethnal Green,Swiss Cottage,8
Bethnal Green,Temple,6
Bethnal Green,Theobalds Grove,1
Bethnal Green,Theydon Bois,3
Bethnal Green,Tooting Bec,4
Bethnal Green,Tooting Broadway,17
Bethnal Green,Tottenham Court Road,399
Bethnal Green,Tottenham Hale,0
Bethnal Green,Totteridge & Whetstone,0
Bethnal Green,Tower Hill,11
Bethnal Green,Tufnell Park,2
Bethnal Green,Turkey Street,2
Bethnal Green,Turnham Green,2
Bethnal Green,Turnpike Lane,2
Bethnal Green,Upminster,1
Bethnal Green,Upminster Bridge,1
Bethnal Green,Upney,6
Bethnal Green,Upton Park,29
Bethnal Green,Uxbridge,5
Bethnal Green,Vauxhall,44
Bethnal Green,Victoria,126
Bethnal Green,Walthamstow Central,29
Bethnal Green,Wanstead,6
Bethnal Green,Warren Street,13
Bethnal Green,Warwick Avenue,5
Bethnal Green,Waterloo,306
Bethnal Green,Wembley Central,0
Bethnal Green,Wembley Park,7
Bethnal Green,West Acton,4
Bethnal Green,West Brompton,5
Bethnal Green,West Finchley,0
Bethnal Green,West Ham,21
Bethnal Green,West Hampstead,7
Bethnal Green,West Kensington,2
Bethnal Green,West Ruislip,1
Bethnal Green,Westbourne Park,6
Bethnal Green,Westminster,35
Bethnal Green,White City,90
Bethnal Green,White Hart Lane,15
Bethnal Green,Whitechapel,14
Bethnal Green,Willesden Green,1
Bethnal Green,Willesden Junction,3
Bethnal Green,Wimbledon,5
Bethnal Green,Wimbledon Park,1
Bethnal Green,Wood Green,5
Bethnal Green,Wood Street,20
Bethnal Green,Woodford,7
Bethnal Green,Woodside Park,1
Blackfriars,Acton Town,8
Blackfriars,Aldgate,82
Blackfriars,Aldgate East,319
Blackfriars,Alperton,0
Blackfriars,Amersham,0
Blackfriars,Angel,2
Blackfriars,Archway,0
Blackfriars,Arnos Grove,0
Blackfriars,Arsenal,1
Blackfriars,Baker Street,7
Blackfriars,Balham,2
Blackfriars,Bank and Monument,841
Blackfriars,Barbican,6
Blackfriars,Barking,34
Blackfriars,Barkingside,0
Blackfriars,Barons Court,22
Blackfriars,Bayswater,5
Blackfriars,Becontree,3
Blackfriars,Belsize Park,0
Blackfriars,Bermondsey,1
Blackfriars,Bethnal Green,1
Blackfriars,Blackfriars,1
Blackfriars,Blackhorse Road,0
Blackfriars,Bond Street,24
Blackfriars,Borough,2
Blackfriars,Boston Manor,0
Blackfriars,Bounds Green,0
Blackfriars,Bow Road,15
Blackfriars,Brent Cross,0
Blackfriars,Brixton,10
Blackfriars,Bromley-by-Bow,16
Blackfriars,Buckhurst Hill,0
Blackfriars,Burnt Oak,0
Blackfriars,Caledonian Road,0
Blackfriars,Camden Town,6
Blackfriars,Canada Water,7
Blackfriars,Canary Wharf,28
Blackfriars,Canning Town,4
Blackfriars,Cannon Street,422
Blackfriars,Canons Park,0
Blackfriars,Chalfont & Latimer,0
Blackfriars,Chalk Farm,1
Blackfriars,Chancery Lane,1
Blackfriars,Charing Cross,5
Blackfriars,Chesham,0
Blackfriars,Chigwell,0
Blackfriars,Chiswick Park,20
Blackfriars,Chorleywood,0
Blackfriars,Clapham Common,1
Blackfriars,Clapham North,0
Blackfriars,Clapham South,0
Blackfriars,Colindale,1
Blackfriars,Colliers Wood,0
Blackfriars,Covent Garden,2
Blackfriars,Croxley,0
Blackfriars,Dagenham East,6
Blackfriars,Dagenham Heathway,9
Blackfriars,Debden,0
Blackfriars,Dollis Hill,1
Blackfriars,Ealing Broadway,20
Blackfriars,Ealing Common,4
Blackfriars,Earl's Court,69
Blackfriars,East Acton,0
Blackfriars,East Finchley,0
Blackfriars,East Ham,21
Blackfriars,East Putney,27
Blackfriars,Eastcote,0
Blackfriars,Edgware,0
Blackfriars,Edgware Road,0
Blackfriars,Elephant & Castle,0
Blackfriars,Elm Park,4
Blackfriars,Embankment,479
Blackfriars,Epping,5
Blackfriars,Euston,17
Blackfriars,Euston Square,4
Blackfriars,Fairlop,0
Blackfriars,Farringdon,4
Blackfriars,Finchley Central,0
Blackfriars,Finchley Road,2
Blackfriars,Finsbury Park,0
Blackfriars,Fulham Broadway,60
Blackfriars,Gants Hill,1
Blackfriars,Gloucester Road,71
Blackfriars,Golders Green,0
Blackfriars,Goldhawk Road,2
